,,,,,,,,,,,,,,,,,screen1,screen2,age,sex,education,race,income,health,example_arousal_scale,example_valence_scale,04_a_low_arsl,04_a_low_vln,04_a_full_arsl,04_a_full_vln,04_a_med_arsl,04_a_med_vln,04_h_full_arsl,04_h_full_vln,04_h_low_arsl,04_h_low_vln,04_h_med_arsl,04_h_med_vln,04_s_full_arsl,04_s_full_vln,04_s_low_arsl,04_s_low_vln,04_s_med_arsl,04_s_med_vln,116_a_full_arsl,116_a_full_vln,116_a_low_arsl,116_a_low_vln,116_a_med_arsl,116_a_med_vln,116_h_full_arsl,116_h_full_vln,116_h_low_arsl,116_h_low_vln,116_h_med_arsl,116_h_med_vln,116_s_full_arsl,116_s_full_vln,116_s_low_arsl,116_s_low_vln,116_s_med_arsl,116_s_med_vln,133_a_full_arsl,133_a_full_vln,133_a_low_arsl,133_a_low_vln,133_a_med_arsl,133_a_med_vln,133_h_full_arsl,133_h_full_vln,133_h_low_arsl,133_h_low_vln,133_h_med_arsl,133_h_med_vln,133_s_full_arsl,133_s_full_vln,133_s_low_arsl,133_s_low_vln,133_s_med_arsl,133_s_med_vln,49_a_full_arsl,49_a_full_vln,49_a_low_arsl,49_a_low_vln,49_a_med_arsl,49_a_med_vln,49_h_full_arsl,49_h_full_vln,49_h_low_arsl,49_h_low_vln,49_h_med_arsl,49_h_med_vln,49_s_full_arsl,49_s_full_vln,49_s_low_arsl,49_s_low_vln,49_s_med_arsl,49_s_med_vln,69_a_full_arsl,69_a_full_vln,69_a_low_arsl,69_a_low_vln,69_a_med_arsl,69_a_med_vln,69_h_full_arsl,69_h_full_vln,69_h_low_arsl,69_h_low_vln,69_h_med_arsl,69_h_med_vln,69_s_full_arsl,69_s_full_vln,69_s_low_arsl,69_s_low_vln,69_s_med_arsl,69_s_med_vln,113_a_full_arsl,113_a_full_vln,113_a_low_arsl,113_a_low_vln,113_a_med_arsl,113_a_med_vln,113_h_full_arsl,113_h_full_vln,113_h_low_arsl,113_h_low_vln,113_h_med_arsl,113_h_med_vln,113_s_full_arsl,113_s_full_vln,113_s_low_arsl,113_s_low_vln,113_s_med_arsl,113_s_med_vln,,,,,,
8/31/18 14:17,8/31/18 14:29,IP Address,75.86.92.215,100,751,TRUE,8/31/18 14:29,R_3GfhojoUdhW1xV3,,,,,42.73399353,-87.82109833,anonymous,EN,No,No,53,Male,Some College,White/Caucasian,"$30,000-$39,000",3,4,4 - Neutral,,,6,6 - Moderately Negative,,,2,2 - Moderately Positive,3,3 - Slightly Positive,,,6,5 - Slightly Negative,,,5,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,6,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,3,2 - Moderately Positive,,,7 - Not At All Aroused,5 - Slightly Negative,6,6 - Moderately Negative,4,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,,,5,4 - Neutral,5,4 - Neutral,,,4,3 - Slightly Positive,3,3 - Slightly Positive,6,5 - Slightly Negative,,,4,5 - Slightly Negative,6,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,6,5 - Slightly Negative,3,2 - Moderately Positive,4,4 - Neutral,5,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,6,7 - Very Negative,4,4 - Neutral,,,1 - Very Aroused,1 - Very Positive,3,2 - Moderately Positive,2,2 - Moderately Positive,6,6 - Moderately Negative,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,6,5 - Slightly Negative,5,4 - Neutral,,,3,3 - Slightly Positive,3,2 - Moderately Positive,3,3 - Slightly Positive,6,6 - Moderately Negative,3,3 - Slightly Positive,5,6 - Moderately Negative,Qual1827-0726Age,5b89a245-b735-4904-9046-c528c7c0934e,2904619,,1,
8/31/18 14:17,8/31/18 14:29,IP Address,69.117.132.235,100,726,TRUE,8/31/18 14:29,R_1g6jzOmLGELZe7A,,,,,40.78790283,-74.0102005,anonymous,EN,No,No,27,Female,High School Diploma,Hispanic/Latino,"less than $10,000",Very healthy,4,4 - Neutral,,,2,2 - Moderately Positive,4,3 - Slightly Positive,4,4 - Neutral,3,3 - Slightly Positive,3,4 - Neutral,3,4 - Neutral,4,3 - Slightly Positive,4,3 - Slightly Positive,3,5 - Slightly Negative,4,3 - Slightly Positive,6,5 - Slightly Negative,2,3 - Slightly Positive,3,3 - Slightly Positive,3,2 - Moderately Positive,,,4,4 - Neutral,4,4 - Neutral,,,4,3 - Slightly Positive,,,2,2 - Moderately Positive,3,3 - Slightly Positive,3,3 - Slightly Positive,4,3 - Slightly Positive,3,3 - Slightly Positive,6,5 - Slightly Negative,4,3 - Slightly Positive,6,5 - Slightly Negative,4,5 - Slightly Negative,,,3,3 - Slightly Positive,4,3 - Slightly Positive,4,4 - Neutral,,,4,4 - Neutral,3,5 - Slightly Negative,3,3 - Slightly Positive,,,3,3 - Slightly Positive,,,3,3 - Slightly Positive,,,4,4 - Neutral,2,3 - Slightly Positive,,,3,3 - Slightly Positive,3,3 - Slightly Positive,3,3 - Slightly Positive,3,4 - Neutral,3,4 - Neutral,4,3 - Slightly Positive,3,3 - Slightly Positive,4,4 - Neutral,Qual1827-0726Age,5b89a264-8660-4918-88c7-94d4ef25529a,2904619,,1,
8/31/18 14:15,8/31/18 14:29,IP Address,24.229.150.197,100,862,TRUE,8/31/18 14:30,R_2sSF5Jfg10gfbuV,,,,,40.50250244,-75.58679962,anonymous,EN,No,No,57,Female,Bachelor's Degree,White/Caucasian,"$60,000-$69,999",Very healthy,4,4 - Neutral,3,6 - Moderately Negative,3,6 - Moderately Negative,3,5 - Slightly Negative,2,1 - Very Positive,4,3 - Slightly Positive,2,2 - Moderately Positive,4,6 - Moderately Negative,3,7 - Very Negative,,,2,7 - Very Negative,3,6 - Moderately Negative,3,6 - Moderately Negative,2,1 - Very Positive,3,2 - Moderately Positive,3,2 - Moderately Positive,,,3,5 - Slightly Negative,3,7 - Very Negative,,,4,5 - Slightly Negative,,,,,4,3 - Slightly Positive,2,1 - Very Positive,,,4,5 - Slightly Negative,3,5 - Slightly Negative,3,6 - Moderately Negative,4,5 - Slightly Negative,3,6 - Moderately Negative,2,1 - Very Positive,4,3 - Slightly Positive,3,2 - Moderately Positive,3,7 - Very Negative,4,5 - Slightly Negative,3,7 - Very Negative,3,7 - Very Negative,4,5 - Slightly Negative,4,4 - Neutral,3,2 - Moderately Positive,4,4 - Neutral,,,2,7 - Very Negative,3,6 - Moderately Negative,3,7 - Very Negative,3,7 - Very Negative,3,6 - Moderately Negative,3,6 - Moderately Negative,2,1 - Very Positive,,,3,2 - Moderately Positive,2,7 - Very Negative,3,5 - Slightly Negative,,,Qual1827-0726Age,5b89a1e4-d53a-431b-823f-d0aca77eee1d,2904619,,1,
8/31/18 14:20,8/31/18 14:30,IP Address,35.142.19.15,100,569,TRUE,8/31/18 14:30,R_2Qydx2sJgzMfMmf,,,,,28.00979614,-81.93370056,anonymous,EN,No,No,21,Female,High School Diploma,White/Caucasian,"$10,000-$19,999",Not at all healthy,7 - Not At All Aroused,2 - Moderately Positive,4,4 - Neutral,3,2 - Moderately Positive,3,7 - Very Negative,2,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,,,4,4 - Neutral,5,5 - Slightly Negative,,,5,4 - Neutral,6,2 - Moderately Positive,7 - Not At All Aroused,7 - Very Negative,6,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,4,2 - Moderately Positive,5,5 - Slightly Negative,4,4 - Neutral,5,5 - Slightly Negative,,,3,3 - Slightly Positive,6,5 - Slightly Negative,,,2,2 - Moderately Positive,4,3 - Slightly Positive,,,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,6 - Moderately Negative,4,3 - Slightly Positive,2,2 - Moderately Positive,3,3 - Slightly Positive,,,7 - Not At All Aroused,7 - Very Negative,6,3 - Slightly Positive,7 - Not At All Aroused,4 - Neutral,6,3 - Slightly Positive,,,2,4 - Neutral,5,3 - Slightly Positive,,,5,4 - Neutral,5,2 - Moderately Positive,4,3 - Slightly Positive,6,3 - Slightly Positive,,,6,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,1 - Very Positive,,,5,4 - Neutral,Qual1827-0726Age,5b89a30c-0d8e-4928-8748-14f00c26ac70,2904619,,1,
8/31/18 14:19,8/31/18 14:30,IP Address,99.120.141.167,100,682,TRUE,8/31/18 14:30,R_25RBBOS1blOfwLl,,,,,30.26559448,-81.77799988,anonymous,EN,No,No,55,Female,Some College,White/Caucasian,"$70,000-$79,999",3,7 - Not At All Aroused,4 - Neutral,,,7 - Not At All Aroused,7 - Very Negative,,,5,1 - Very Positive,,,,,6,6 - Moderately Negative,7 - Not At All Aroused,5 - Slightly Negative,,,,,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,5 - Slightly Negative,5,2 - Moderately Positive,7 - Not At All Aroused,3 - Slightly Positive,6,3 - Slightly Positive,6,6 - Moderately Negative,6,4 - Neutral,6,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,5,1 - Very Positive,6,2 - Moderately Positive,6,2 - Moderately Positive,7 - Not At All Aroused,5 - Slightly Negative,,,6,5 - Slightly Negative,6,4 - Neutral,5,4 - Neutral,6,5 - Slightly Negative,,,,,5,2 - Moderately Positive,6,5 - Slightly Negative,6,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,4 - Neutral,7 - Not At All Aroused,5 - Slightly Negative,5,1 - Very Positive,6,3 - Slightly Positive,4,1 - Very Positive,5,5 - Slightly Negative,5,5 - Slightly Negative,7 - Not At All Aroused,5 - Slightly Negative,5,5 - Slightly Negative,,,6,5 - Slightly Negative,4,1 - Very Positive,5,2 - Moderately Positive,6,1 - Very Positive,6,6 - Moderately Negative,6,5 - Slightly Negative,6,5 - Slightly Negative,Qual1827-0726Age,5b89a2b1-25e9-41b5-ac5f-6c54446438c8,2904619,,1,
8/31/18 14:23,8/31/18 14:30,IP Address,174.255.204.13,100,431,TRUE,8/31/18 14:30,R_vAGkS5nUZBFRDOx,,,,,37.75100708,-97.8219986,anonymous,EN,No,No,54,Male,Some College,White/Caucasian,"$50,000-$59,000",4,6,2 - Moderately Positive,4,5 - Slightly Negative,6,6 - Moderately Negative,5,6 - Moderately Negative,5,4 - Neutral,5,6 - Moderately Negative,5,5 - Slightly Negative,3,5 - Slightly Negative,,,,,5,5 - Slightly Negative,5,5 - Slightly Negative,,,6,6 - Moderately Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,,,5,4 - Neutral,,,4,4 - Neutral,,,5,4 - Neutral,4,4 - Neutral,5,1 - Very Positive,5,4 - Neutral,,,4,4 - Neutral,5,5 - Slightly Negative,4,4 - Neutral,,,5,5 - Slightly Negative,6,5 - Slightly Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,3,4 - Neutral,4,4 - Neutral,,,3,3 - Slightly Positive,4,4 - Neutral,5,4 - Neutral,4,4 - Neutral,4,3 - Slightly Positive,4,3 - Slightly Positive,5,5 - Slightly Negative,5,5 - Slightly Negative,4,4 - Neutral,,,4,4 - Neutral,4,4 - Neutral,4,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,Qual1827-0726Age,5b89a3c5-6bb8-4868-8870-8085089029f2,2904619,,1,
8/31/18 14:16,8/31/18 14:32,IP Address,24.21.199.69,100,938,TRUE,8/31/18 14:32,R_3j9Bzak0ILHTeLG,,,,,44.62510681,-123.1309052,anonymous,EN,No,No,47,Male,Some College,White/Caucasian,"$20,000-$29,999",4,3,3 - Slightly Positive,2,6 - Moderately Negative,2,6 - Moderately Negative,,,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,7 - Very Negative,3,5 - Slightly Negative,,,1 - Very Aroused,7 - Very Negative,2,6 - Moderately Negative,1 - Very Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,1 - Very Positive,2,6 - Moderately Negative,,,3,5 - Slightly Negative,2,6 - Moderately Negative,5,5 - Slightly Negative,2,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,,,2,2 - Moderately Positive,,,4,4 - Neutral,6,4 - Neutral,2,6 - Moderately Negative,3,5 - Slightly Negative,2,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,,,2,2 - Moderately Positive,1 - Very Aroused,6 - Moderately Negative,3,5 - Slightly Negative,3,5 - Slightly Negative,1 - Very Aroused,7 - Very Negative,3,5 - Slightly Negative,2,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,,,2,2 - Moderately Positive,1 - Very Aroused,7 - Very Negative,3,6 - Moderately Negative,,,2,6 - Moderately Negative,3,5 - Slightly Negative,3,5 - Slightly Negative,,,3,2 - Moderately Positive,2,2 - Moderately Positive,1 - Very Aroused,7 - Very Negative,4,4 - Neutral,2,6 - Moderately Negative,Qual1827-0726Age,5b89a213-3ab7-452a-9b67-5eb744c7f133,2904619,,1,
8/31/18 14:17,8/31/18 14:34,IP Address,73.10.141.27,100,991,TRUE,8/31/18 14:34,R_3PYThubn50louHl,,,,,40.08079529,-74.04920197,anonymous,EN,No,No,60,Male,Bachelor's Degree,White/Caucasian,"$150,000 or more",4,6,4 - Neutral,4,4 - Neutral,3,5 - Slightly Negative,4,5 - Slightly Negative,5,2 - Moderately Positive,5,3 - Slightly Positive,3,2 - Moderately Positive,5,5 - Slightly Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,2,7 - Very Negative,5,6 - Moderately Negative,3,6 - Moderately Negative,,,,,5,4 - Neutral,5,4 - Neutral,5,5 - Slightly Negative,4,4 - Neutral,5,5 - Slightly Negative,,,5,5 - Slightly Negative,5,3 - Slightly Positive,4,3 - Slightly Positive,4,3 - Slightly Positive,,,5,4 - Neutral,5,4 - Neutral,5,4 - Neutral,,,5,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,,,5,1 - Very Positive,2,3 - Slightly Positive,3,5 - Slightly Negative,5,5 - Slightly Negative,,,3,6 - Moderately Negative,,,2,1 - Very Positive,5,3 - Slightly Positive,5,2 - Moderately Positive,3,5 - Slightly Negative,3,5 - Slightly Negative,,,6,5 - Slightly Negative,3,5 - Slightly Negative,6,5 - Slightly Negative,2,1 - Very Positive,2,2 - Moderately Positive,3,2 - Moderately Positive,3,5 - Slightly Negative,4,4 - Neutral,4,5 - Slightly Negative,Qual1827-0726Age,5b89a267-598f-4b61-8fd2-00862c14539e,2904619,,1,
8/31/18 14:17,8/31/18 14:34,IP Address,99.42.214.111,100,1012,TRUE,8/31/18 14:34,R_3RyXFKr0a1WdXzE,,,,,27.24980164,-80.37969971,anonymous,EN,No,No,53,Female,Some College,White/Caucasian,"$20,000-$29,999",3,3,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,,,7 - Not At All Aroused,6 - Moderately Negative,5,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,1 - Very Aroused,2 - Moderately Positive,1 - Very Aroused,2 - Moderately Positive,3,3 - Slightly Positive,,,4,4 - Neutral,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,4,4 - Neutral,,,4,4 - Neutral,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,2,2 - Moderately Positive,,,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,Qual1827-0726Age,5b89a25e-1843-4570-b29e-4812617b4095,2904619,,1,
8/31/18 14:18,8/31/18 14:36,IP Address,184.61.70.137,100,1078,TRUE,8/31/18 14:36,R_3r1mdx0mgDIeuiZ,,,,,44.89390564,-69.93740082,anonymous,EN,No,No,70,Male,Some College,White/Caucasian,"$80,000-$89,999",3,4,4 - Neutral,4,5 - Slightly Negative,6,5 - Slightly Negative,4,5 - Slightly Negative,,,3,3 - Slightly Positive,,,5,5 - Slightly Negative,4,4 - Neutral,5,5 - Slightly Negative,,,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,2,2 - Moderately Positive,3,3 - Slightly Positive,3,1 - Very Positive,6,5 - Slightly Negative,4,5 - Slightly Negative,5,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,,,2,1 - Very Positive,5,3 - Slightly Positive,3,3 - Slightly Positive,4,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,6,6 - Moderately Negative,4,5 - Slightly Negative,7 - Not At All Aroused,6 - Moderately Negative,2,1 - Very Positive,4,3 - Slightly Positive,2,2 - Moderately Positive,,,4,4 - Neutral,4,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,2 - Moderately Positive,,,5,5 - Slightly Negative,5,4 - Neutral,5,6 - Moderately Negative,4,5 - Slightly Negative,4,4 - Neutral,,,,,2,2 - Moderately Positive,6,6 - Moderately Negative,,,4,4 - Neutral,Qual1827-0726Age,5b89a278-8982-46be-933d-d74549aad207,2904619,,1,
8/31/18 14:28,8/31/18 14:42,IP Address,74.65.71.199,100,820,TRUE,8/31/18 14:42,R_2TtpFVOHdPu6iCu,,,,,42.05670166,-76.02719879,anonymous,EN,No,No,48,Male,Some College,White/Caucasian,"$20,000-$29,999",4,4,4 - Neutral,4,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,4,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,4,3 - Slightly Positive,3,3 - Slightly Positive,,,,,5,6 - Moderately Negative,1 - Very Aroused,7 - Very Negative,5,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,4,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,4,5 - Slightly Negative,,,4,5 - Slightly Negative,5,6 - Moderately Negative,6,5 - Slightly Negative,4,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,,,6,4 - Neutral,7 - Not At All Aroused,4 - Neutral,4,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,1 - Very Aroused,1 - Very Positive,,,1 - Very Aroused,1 - Very Positive,4,5 - Slightly Negative,5,6 - Moderately Negative,4,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,7 - Not At All Aroused,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,2,2 - Moderately Positive,6,6 - Moderately Negative,7 - Not At All Aroused,6 - Moderately Negative,,,7 - Not At All Aroused,7 - Very Negative,,,,,1 - Very Aroused,1 - Very Positive,4,2 - Moderately Positive,2,2 - Moderately Positive,,,6,5 - Slightly Negative,6,6 - Moderately Negative,Qual1827-0726Age,5b89a4de-ee2a-40ec-af04-fd0a134b6e01,2904619,,1,
8/31/18 14:27,8/31/18 14:46,IP Address,162.243.44.90,100,1145,TRUE,8/31/18 14:46,R_cuNnp5LnKwa1giJ,,,,,40.72140503,-74.00520325,anonymous,EN,No,No,24,Male,Some College,White/Caucasian,"$50,000-$59,000",2,5,4 - Neutral,4,6 - Moderately Negative,4,6 - Moderately Negative,4,5 - Slightly Negative,3,1 - Very Positive,3,3 - Slightly Positive,2,3 - Slightly Positive,6,7 - Very Negative,6,5 - Slightly Negative,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,2,7 - Very Negative,,,2,2 - Moderately Positive,7 - Not At All Aroused,3 - Slightly Positive,1 - Very Aroused,2 - Moderately Positive,5,6 - Moderately Negative,5,6 - Moderately Negative,2,7 - Very Negative,5,6 - Moderately Negative,,,5,6 - Moderately Negative,,,3,3 - Slightly Positive,2,6 - Moderately Negative,,,4,5 - Slightly Negative,,,,,6,7 - Very Negative,5,7 - Very Negative,,,3,3 - Slightly Positive,3,2 - Moderately Positive,2,7 - Very Negative,6,6 - Moderately Negative,4,5 - Slightly Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,5,6 - Moderately Negative,2,2 - Moderately Positive,3,1 - Very Positive,2,2 - Moderately Positive,2,7 - Very Negative,3,6 - Moderately Negative,,,,,5,5 - Slightly Negative,5,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,2,3 - Slightly Positive,2,1 - Very Positive,3,5 - Slightly Negative,,,6,6 - Moderately Negative,Qual1827-0726Age,5b89a4aa-6def-405b-92ad-37ada37eb906,2904619,,1,
8/31/18 14:41,8/31/18 14:50,IP Address,24.198.94.16,100,534,TRUE,8/31/18 14:50,R_CfYCCrOrLp5bus9,,,,,44.79859924,-67.54239655,anonymous,EN,No,No,50,Male,Some College,White/Caucasian,"$40,000-$49,999",4,4,3 - Slightly Positive,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,4,3 - Slightly Positive,4,4 - Neutral,5,5 - Slightly Negative,5,5 - Slightly Negative,4,3 - Slightly Positive,5,5 - Slightly Negative,4,4 - Neutral,6,6 - Moderately Negative,5,5 - Slightly Negative,,,5,5 - Slightly Negative,5,4 - Neutral,,,5,5 - Slightly Negative,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,5,5 - Slightly Negative,,,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,7 - Not At All Aroused,7 - Very Negative,,,5,5 - Slightly Negative,5,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,5,7 - Very Negative,,,4,3 - Slightly Positive,5,5 - Slightly Negative,4,4 - Neutral,4,4 - Neutral,4,4 - Neutral,,,4,4 - Neutral,,,4,4 - Neutral,5,5 - Slightly Negative,6,6 - Moderately Negative,5,5 - Slightly Negative,4,4 - Neutral,5,5 - Slightly Negative,,,,,5,5 - Slightly Negative,4,4 - Neutral,Qual1827-0726Age,5b89a80c-4b6b-4660-82cb-1b9f5d8fa412,2904619,,1,
8/31/18 14:37,8/31/18 14:51,IP Address,69.141.135.101,100,855,TRUE,8/31/18 14:51,R_3fpk6QInLt8iJ17,,,,,38.98339844,-74.90249634,anonymous,EN,No,No,62,Male,Some College,White/Caucasian,"$90,000-$99,999",3,3,4 - Neutral,6,6 - Moderately Negative,5,6 - Moderately Negative,6,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,4,3 - Slightly Positive,3,3 - Slightly Positive,,,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,,,5,5 - Slightly Negative,,,1 - Very Aroused,2 - Moderately Positive,2,2 - Moderately Positive,2,2 - Moderately Positive,7 - Not At All Aroused,7 - Very Negative,,,,,7 - Not At All Aroused,7 - Very Negative,4,4 - Neutral,6,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,3,2 - Moderately Positive,,,5,4 - Neutral,4,4 - Neutral,,,6,6 - Moderately Negative,6,5 - Slightly Negative,5,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,3,3 - Slightly Positive,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,1 - Very Aroused,1 - Very Positive,6,6 - Moderately Negative,6,6 - Moderately Negative,,,,,5,5 - Slightly Negative,5,5 - Slightly Negative,1 - Very Aroused,1 - Very Positive,2,2 - Moderately Positive,,,6,6 - Moderately Negative,5,5 - Slightly Negative,6,6 - Moderately Negative,Qual1827-0726Age,5b89a703-ab10-4456-89c8-6527006a9e82,2904619,,1,
8/31/18 14:45,8/31/18 14:53,IP Address,172.58.121.175,100,519,TRUE,8/31/18 14:53,R_1eIxMkptNz7n9AW,,,,,42.42680359,-83.1934967,anonymous,EN,No,No,64,Male,High School Diploma,White/Caucasian,"$30,000-$39,000",4,1 - Very Aroused,1 - Very Positive,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,,,6,6 - Moderately Negative,6,6 - Moderately Negative,7 - Not At All Aroused,7 - Very Negative,,,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,7 - Not At All Aroused,7 - Very Negative,Qual1827-0726Age,5b89a8cd-b4eb-4357-8602-185515ab2986,2904619,,1,
